;nome;preco;descricao
1039;Regina Creme de Ricota;R$ 9,99;250 g
1040;Tirolez Queijo Parmesão;R$ 24,90;245 g
1041;Batavo Creme de Queijo Quark Tradicional;R$ 2,79;100 g
1042;Piracanjuba Queijo Prato Pedaco;R$ 14,90;200 g
1043;Boua  Requeijao  Cremoso Tradicional;R$ 7,99;180 g
1044;Canto De Minas Queijo Mussarela Fatiado;R$ 11,90;150 g
1045;Requeijao Nestle Cremoso Tradicional;R$ 7,99;200 g
1046;Boua Queijo Mussarela Fatiado Resfriado;R$ 9,99;150 g
1047;Itambé Requeijão Cremoso Light;R$ 9,49;220 g
1048;Sadia Presunto Cozido Fatiado Soltíssimo;R$ 18,90;200 g
1049;Perdigão Presunto Cozido e Fatiado;R$ 11,90;200 g
1050;Seara Presunto Cozido Fatiado;R$ 29,90/kg;A partir de 170g
1051;Haciendas Reserva Presunto Serrano Fatias Extra Finas;R$ 29,90;100 g
1052;Aurora Presunto Cozido sem Capa Fatiado;R$ 7,99;180 g
1053;Aurora Apresuntado Fatiado;R$ 7,49;180 g
1054;Itambé Queijo Mussarela Fatiado;R$ 9,49;150 g
1055;Piracanjuba Queijo Mussarela Fatiado;R$ 26,90;500 g
1056;Polenghi Queijo Processado Sabor Cheddar Sandwich-In;R$ 12,90;144 g
1057;Sadia Queijo Mussarela Fatiado Soltíssimo;R$ 13,90;150 g
1058;Itambé Queijo Prato Fatiado;R$ 9,99;150 g
1059;Polenghi Queijo Polenguinho Processado Uht Light;R$ 11,90;136 g
1060;Polenguinho Queijo Processado Sabor Original;R$ 11,90;136 g
1061;Polenghi Queijo Frescal Ultrafiltrado Light;R$ 19,90;400 g
1062;Polenghi Queijo Frescal Ultrafiltrado;R$ 19,90;400 g
1063;Italac Queijo Mussarela Fatiado;R$ 6,67;150 g
1064;Polenghi Queijo Sabor Cheddar Light;R$ 12,90;144 g
1065;Piracanjuba Queijo Mussarela Pedaço;R$ 14,90;200 g
1066;Aurora Queijo Mussarela;R$ 9,90;150 g
1067;Frescatino Queijo Minas Frescal Zero Lactose;R$ 17,90;250 g
1068;Boua Queijo Mussarela Fatiado Resfriado;R$ 23,90;400 g
1069;Canto De Minas Queijo Ralado Parmesao;R$ 8,99;40 g
1070;Piracanjuba Queijo Minas Padrão;R$ 16,90;Aprox. 200g/ud
1071;Piracanjuba Queijo Parmesão Ralado;R$ 6,99;50 g
1072;Piracanjuba Queijo Reino Pedaço;R$ 16,90;200 g
1073;Vale do Canastra Queijo Parmesão Ralado;R$ 6,99;40 g
1074;President Queijo Parmesao Ralado 4 Queijos;R$ 15,90;100 g
1075;Itambé Queijo Parmesão Ralado;R$ 12,90;100 g
1076;Piracanjuba Queijo Parmesão Ralado;R$ 11,90;100 g
1077;Polenguinho Queijo Cremoso Fresco;R$ 6,49;68 g
1078;Skiny Salgadinho de Milho Clássico;R$ 2,69;1 X 38 g
1079;Elma Chips Salgadinho Onda Requeijão Cheetos;R$ 4,49;1 X 45 g
1080;Pringles Salgadinho de Batata Sabor Original;R$ 13,90;1 X 104 g
1081;Salgadinho Presunto Elma Chips Fandangos 45G;R$ 3,69;1 X 45 g
1082;Doritos Salgadinho Queijo Nacho;R$ 8,99;1 X 84 g
1083;Eqlibri Panetini Snack Queijo Suave 40 g;R$ 4,99;1 X 40 g
1084;Pringles Salgadinho Batata Frita Churrasco;R$ 13,90;1 X 109 g
1085;Eqlibri Snack de Trigo Sabor Presunto Defumado Panetini;R$ 4,99;1 X 40 g
1086;Salgadinho Lua Parmesão Elma Chips Cheetos 40G;R$ 4,49;1 X 40.0 g
1087;Ovinhos de Amendoim Elma Chips 170 g;R$ 8,99;1 X 170 g
1088;Elma Chips Batata Palha Tradicional;R$ 8,99;1 X 100 g
1089;Elma Chips Salgadinho de Trigo Stiksy;R$ 6,99;1 X 120.0 g
1090;Doritos Salgadinho Sabor Queijo Nacho;R$ 22,90;1 X 300 g
1091;Skiny Salgadinho de Milho Clássico Assado;R$ 3,99;1 X 78 g
1092;Salgadinho Queijo Elma Chips Fandangos 45G;R$ 3,69;1 X 45 g
1093;Torcida Salgadinho Churrasco;R$ 1,89;1 X 38 g
1094;Skiny Salgadinho Clássico Assado Sabor Queijo;R$ 3,99;1 X 78 g
1095;Skiny Clássico Salgadinho Presunto;R$ 3,99;1 X 78 g
1096;Batata Lisa Classica Lays 135 g;R$ 11,90;135 g
1097;Elma Chips Batata Palha Extrafina 90 g;R$ 8,99;1 X 90 g
1098;Cheetos Salgadinho de Milho Onda Requeijão;R$ 9,99;1 X 140.0 g
1099;Skiny Salgadinho de Milho Clássico Presunto;R$ 2,69;1 X 38 g
1100;Crocantíssimo Snack de Peito de Peru com Requeijão Original;R$ 2,89;1 X 40 g
1101;Salgadinho Queijo Nacho Doritos 45G;R$ 6,49;1 X 45 g
1102;Batata Frita Ondulada Original Elma Chips Ruffles 76 g;R$ 8,49;1 X 76 g
1103;Salgadinho Bacon Torcida Jr. 38G;R$ 1,89;1 X 38 g
1104;Elma Chips Salgadinho de Milho Fandangos Sabor Presunto;R$ 9,99;1 X 140.0 g
1105;Batata Frita Ondulada Original Elma Chips Ruffles 40G;R$ 5,99;1 X 40.0 g
1106;Elma Chips Salgadinho Cheetos Lua Parmesão;R$ 9,99;1 X 125 g
1107;Elma Chips Batata Palha Tradicional 215 g;R$ 16,90;1 X 215 g
1108;Salgadinho Queijo Nacho Doritos 210G;R$ 16,90;1 X 210 g
1109;Slight Batata Palha Tradicional;R$ 7,99;1 X 110 g
1110;Natural Life Chips de Arroz Integral e Milho Cebola e Salsa;R$ 5,99;1 X 70 g
1111;Elma Chips Salgadinho Queijo Suíço Cheetos;R$ 4,49;1 X 37 g
1112;Salgadinho Original Doritos Dippas 84 g;R$ 8,99;1 X 84 g
1113;Elma Chips Salgadinho Cebola Cebolitos;R$ 10,90;1 X 110 g
1114;Batata Frita Lisa Peito De Peru Sensações 40G;R$ 6,49;1 X 40 g
1115;Salgadinho Cebola Torcida Jr. 38G;R$ 1,89;1 X 38 g
1116;Eqlibri Panetini Snack Tomate Temperado 40 g;R$ 4,99;1 X 40.0 g
1117;Natura Life Chips Arroz Integral e Milho Churrasco sem Glúten;R$ 5,99;1 X 70 g
1118;Lay's Batata Frita Lisa Clássica;R$ 8,99;1 X 80.0 g
1119;Torcida Salgadinho Sabor Queijo;R$ 1,89;1 X 38 g
1120;Salgadinho Sweet Chili Doritos 84G;R$ 8,99;1 X 84 g
1121;Torcida Salgadinho Pimenta Mexicana;R$ 1,89;1 X 38.0 g
1122;Crony Batata Sabor Original;R$ 8,99;1 X 100 g
1123;Pringles Salgadinho Batata Frita Original;R$ 13,90;1 X 109 g
1124;Lays Batata Frita Lisa Creme de Cebola;R$ 8,99;1 X 80 g
1125;Crocantíssimo Snack de Trigo Salaminho com Limão Original;R$ 2,89;1 X 40 g
1126;Pettiz Dori Amendoim Crocante;R$ 11,90;1 X 120 g
1127;Batata Frita Ondulada Cebola E Salsa Elma Chips Ruffles 76G;R$ 8,49;1 X 76 g
1128;Batata Frita Ondulada Original Elma Chips Ruffles 167G;R$ 14,90;1 X 167 g
1129;Batata Frita Ondulada Churrasco Elma Chips Ruffles 76G;R$ 8,49;1 X 76 g
1130;Batata Frita Lisa Creme de Cebola Lays 135 g;R$ 11,90;1 X 135 g
1131;Pringles Salgadinho Batata Frita Cheddar e Bacon;R$ 13,90;1 X 109 g
1132;Salgadinho Onda Requeijão Elma Chips Cheetos 75 g;R$ 6,99;1 X 75 g
1133;Skiny Salgadinho de Milho Queijo;R$ 2,69;1 X 38 g
1134;Crocantíssimo Snack de Trigo Sabor Churrasco Original;R$ 2,89;1 X 40.0 g
1135;Vale Fértil Snack de Azeitonas Verdes Provençal;R$ 5,49;1 X 50 g
1136;Lays Batata Frita Lisa Frango Grelhado Sensações;R$ 8,99;1 X 80 g
1137;Batata Frita Ondulada Cebola E Salsa Elma Chips Ruffles 40G;R$ 5,99;1 X 40 g
1138;Bauducco Biscoito Recheado Choco Biscuit ao Leite;R$ 6,99;1 X 80 g
1139;Biscoito Piraque Maizena 200g;R$ 7,99;1 X 200 g
1140;Bauducco Biscoito Wafer com Recheio Chocolate;R$ 4,49;1 X 140 g
1141;Passatempo Biscoito Recheio Chocolate;R$ 3,49;1 X 130 g
1142;Biscoito Recheado Oreo original 90g;R$ 3,99;1 X 90 g
1143;Forno de Minas Waffle Congelado Tradicional;R$ 21,90;1 X 280 g
1144;Marilan Biscoito Maizena;R$ 8,49;1 X 350 g
1145;Bauducco Biscoito Cookies Original;R$ 5,49;1 X 100 g
1146;Oreo Biscoito Recheado Mini;R$ 1,99;1 X 35 g
1147;Itamaraty Biscoito Wafer Look Chocolate;R$ 3,29;1 X 55 g
1148;Piraquê Biscoito Maltado Coberto;R$ 5,99;1 X 80.0 g
1149;Biscoito recheado Oreo original multipack 144g;R$ 6,99;4 X 36 g
1150;Peta Caseira Biscoitinho de Polvilho Doce Tradicional;R$ 6,99;1 X 100 g
1151;Bauducco Barrinha Maxi Chocolate;R$ 1,79;1 X 25 g
1152;Biscoito Cream Cracker Amanteigado Tradicional Vitarella Pacote 350G;R$ 7,99;1 X 350 g
1153;Delicioso Biscoito Azedo;R$ 7,49;170 g
1154;Bauducco Wafer com Recheio de Morango;R$ 4,49;1 X 140 g
1155;Vitarella Biscoito Maizena Tradicional;R$ 11,90;1 X 350 g
1156;Natural Life Biscoito de Arroz Integral sem Glúten;R$ 6,99;1 X 80 g
1157;Nestlé Biscoito de Leite Passatempo;R$ 3,79;1 X 150 g
1158;Camil Biscoito Arroz Integral;R$ 6,49;1 X 150 g
1159;Nestlé Biscoito Bono Recheado Chocolate;R$ 2,99;1 X 90 g
1160;Bauducco Biscoito Levissimo Cracker;R$ 5,49;1 X 200.0 g
1161;Nesfit Biscoito Cacau e Cereais;R$ 4,99;1 X 160 g
1162;Bauducco Biscoito Cookies Maxi Chocolate;R$ 5,99;1 X 96 g
1163;Bauducco Biscoito Waffer Chocolate com Avelã;R$ 4,49;1 X 140 g
1164;Look Biscoito Wafer Stick Doce De Leite;R$ 3,29;1 X 55 g
1165;Bauducco Biscoito de Chocolate Meio Amargo;R$ 6,99;1 X 80 g
1166;Fortaleza Biscoito Cream Cracker;R$ 7,99;1 X 350 g
1167;Tostines Biscoito de Maizena;R$ 4,49;1 X 200 g
1168;Club Social Biscoito Salgado original multipack;R$ 5,99;1 X 144.0 g
1169;Fortaleza Biscoito Maizena Tradicional;R$ 11,90;1 X 350 g
1170;Biscoito recheado Trakinas chocolate 42g;R$ 1,69;1 X 42 g
1171;Bauducco Biscoito Recheado Duplo Chocolate;R$ 2,59;1 X 140 g
1172;Negresco Biscoito Baunilha;R$ 2,99;1 X 90 g
1173;Piraquê Biscoito Salgado Cream Cracker;R$ 7,49;1 X 200 g
1174;Piraquê Biscoito Água com Gergelim;R$ 8,99;1 X 215 g
1175;Rancheiro Biscoito Wafer Sabor Chocolate;R$ 2,19;1 X 78 g
1176;Bauducco Biscoito Recheado Sabor Baunilha;R$ 2,59;1 X 140 g
1177;Rancheiro Biscoito Rosquinha De Coco Zero Lactose;R$ 3,99;1 X 300 g
1178;Bauducco Biscoito Amanteigado de Leite;R$ 7,99;1 X 335 g
1179;Biscoito Salgado Piraque Queijinho 100g;R$ 7,49;1 X 100 g
1180;Nestlé Biscoito Calipso Coberto de Chocolate;R$ 8,49;1 X 130.0 g
1181;Bauducco Biscoito Wafer Maxi Cookies;R$ 3,69;1 X 117 g
1182;Kodilar Biscoito De Arroz Recheado Com Amendoim E Canela;R$ 6,99;1 X 40 g
1183;Sol Biscoitosalt Plus Int 20X360G;R$ 6,99;360 g
1184;Bauducco Biscoito Gulosos Morango;R$ 2,59;1 X 140 g
1185;Toddy Biscoito Sabor Chocolate e Baunilha;R$ 3,49;1 X 100 g
1186;Belvita Biscoito ao Leite com Grãos de Aveia;R$ 5,99;1 X 75 g
1187;Bauducco Biscoito Wafer Sabor Triplo Chocolate;R$ 4,49;1 X 140 g
1188;Bauducco Biscoito Cookies com Gotas de Chocolate Original;R$ 3,39;1 X 60 g
1189;Biscoito BelVita Mel e Cacau 75g - 3 unid de 25g;R$ 5,99;1 X 75 g
1190;Naturatta Biscoito Arroz Integral Zero;R$ 4,49;1 X 16 g
1191;Hanuta Biscoito Waffer Recheado;R$ 4,49;1 x 22 g
1192;Biscoito Recheado Trakinas Meio a Meio chocolate e morango 126g;R$ 2,99;1 X 126 g
1193;Itamaraty Biscoito Wafer Look Morango;R$ 3,29;1 X 55 g
1194;Toddy Biscoito Chocolate Recheio Chocolate. 100G;R$ 3,49;1 X 100 g
1195;Natural Life Biscoito Panda Kids Doce De Leite Sem Glúten;R$ 10,90;1 X 100 g
1196;Cristal Alimentos Biscoito Recheado Morango;R$ 2,49;1 X 112 g
1197;Bauducco Biscoito Maizena;R$ 4,99;1 X 170 g
1198;Rapadura Eldorado Mamao C Amendoim 500g;R$ 7,99;500 g
1199;Real Doces Doce De Queijo;R$ 19,90;280 g
1200;Santa Helena Doce de Amendoim Paçoquita;R$ 19,90;1 X 350 g
1201;Airon Pé de Moleque Zero Açúcar;R$ 16,90;1 X 56 g
1202;Santa Helena Paçoquita Paçoca em Rolha;R$ 29,90;1 X 750 g
1203;Predilecta Goiabada;R$ 4,99;1 X 300 g
1204;Predilecta Goiabada Zero Açúcar;R$ 13,90;1 X 300 g
1205;Val Goiabada Flow Pack;R$ 6,49;500 g
1206;St. Pierre Refrigerante Pink Lemonade;R$ 6,99;1 X 275 mL
1207;Predilecta Doce de Goiabada Tradicional;R$ 16,90;1 X 1.01 Kg
1208;Predilecta Goiabada Cascão;R$ 18,90;1 X 1.01 Kg
1209;Yoki Doce Paçoquinha de Amendoim Tipo Rolha;R$ 14,97;1 X 352 g
1210;Predilecta Geleia de Mocotó Natural;R$ 9,49;1 X 180.0 g
1211;Predilecta Doce de Batata Doce Marrom Glacê;R$ 8,49;1 X 350 g
1212;Santa Helena Paçoquita Zero Açúcar com Aveia;R$ 9,99;1 X 88 g
1213;itambe Doce De Leite com chocolate;R$ 26,90;1 X 800 g
1214;Doce De Leite Sonho;R$ 34,90/kg;350 g
1215;Queensberry Geléia Diet Goiaba;R$ 32,90;1 X 280 g
1216;Flormel Doce de Leite com Nozes Zero Açúcar;R$ 9,99;1 X 20 g
1217;Queensberry Geléia de Goiaba Classic;R$ 31,90;1 X 320 g
1218;Predilecta Geléia de Fruta Amora;R$ 16,90;230 g
1219;Queensberry Geleia Agridoce De Alho Caramelizada;R$ 29,90;1 X 310 g
1220;Val Polpas Marrom Glace Flow Pack;R$ 6,99;1 X 300 g
1221;Predilecta Goiabada;R$ 9,49;1 X 500 g
1222;Predilecta Goiabada Light;R$ 34,90;1 X 600 g
1223;Queensberry Geleia Agridoce Gourmet Menta Hortelã;R$ 26,90;1 X 320 g
1224;Predilecta Geleia De Ameixa;R$ 13,90;1 X 230 g
1225;Predilecta Goiabada Gourmet Zero Adição de Açúcar;R$ 21,90;1 X 500 g
1226;Real Doce de Queijo;R$ 17,90;1 X 350 g
1227;doce Real Banana;R$ 13,90;500 g
1228;Predilecta Geleia de Amora Premium;R$ 27,90;320 g
1229;Real Doce de Goiaba Tablete;R$ 13,90;1 X 500 g
1230;Docas Real Doce Bananada;R$ 14,90;1 X 400 g
1231;Real Doce de Goiaba Cristalizado;R$ 14,90;1 X 400 g
1232;Real Doce de Figo Cristalizado;R$ 16,90;1 X 300 g
1233;Tilili Doce De Queijo Ameixa;R$ 14,90;350 g
1234;Eldorado Rapadura Com Mamão;R$ 7,99;500 g
1235;Eldorado Rapadura Com Mamão;R$ 7,99;500 g
1236;St. Dalfour Geleia de Cereja;R$ 41,90;1 X 284 g
1237;Paçoquita Bala Mastigável de Amendoim;R$ 7,49;1 X 140 g
1238;St Dalfour . Geleia De Morango;R$ 8,49;28 g
1239;Santa Helena Doce Amendoim Caseiro;R$ 28,90;20 Und
1240;Santa Helena Doce de Amendoim Paçoquita Esporte com Whey Protein;R$ 19,90;1 X 18 g
1241;Fini Marshmallow Camping para Assar;R$ 19,90;1 X 250.0 g
1242;St Dalfour . Geleia De Framboesa;R$ 8,49;28 g
1243;Natural Life Barra Nuts Sem Gluten;R$ 12,90;50 g
1244;Nutry Barra de Cereal Morango com Chocolate;R$ 3,39;1 X 22 g
1245;Nutry Barra De Cereal Coco;R$ 3,39;1 X 19 g
1246;Nutry Barra de Fruta Morango com Chocolate;R$ 8,49;1 X 60 g
1247;Nutry Barra De Cereal;R$ 3,39;1 X 22 g
1248;Banana Brasil Barra de Fruta Supino Cobertura de Chocolate Branco;R$ 9,99;3 X 24 g
1249;Nutry Barra de Frutas Banana com Chocolate;R$ 3,39;1 X 20 g
1250;Muke Barra de Proteína Mukebar Cookies'n Cream;R$ 18,90;1 X 60 g
1251;Nutrata Barra de Proteína Whey Grego Coffe Cream Cappuccino;R$ 11,90;1 X 40 g
1252;Nutry Barra de Cereal Frutas Vermelhas;R$ 7,99;1 X 66 g
1253;Trío Barra Cereal Sabor Coco e Chocolate;R$ 5,49;1 X 20 g
1254;Nutry Barra Cereal Zero Morango;R$ 4,49;22 g
1255;Supino Barra De Proteína Max Castanha Caramelo;R$ 11,90;1 X 46 g
1256;Protein Crisp Barra Cereal Integral Leite Ninho;R$ 9,99;1 X 45 g
1257;Max Titanium Barra de Cereal Power Protein;R$ 18,90;1 X 90 g
1258;Whey Grego Nutrata Barra Torta De Limão;R$ 11,90;1 X 40 g
1259;Nutry Barra de Cereais Castanha com Chocolate;R$ 7,99;1 X 66 g
1260;Banana Brasil Barra De Frutas Cacau E Especiarias;R$ 3,59;1 X 20 g
1261;Nutry Barra De Ceral Damasco;R$ 8,99;1 X 60 g
1262;Banana Brasil Barra de Fruta com Cobertura de Chocolate Branco;R$ 12,90;1 X 72 g
1263;Whey Grego Nutrata Barra De Proteína Bolo De Festa;R$ 11,90;1 X 40 g
1264;Banana Brasil Barra de Cereal Supino Sabor Banana e Ameixa;R$ 3,69;1 X 24 g
1265;Banana Brasil Barra de Cereal Nutsbar Castanhas e Chocolate;R$ 10,90;1 X 50 g
1266;Banana Brasil Barra Supino Protein Amendoim e Caramelo;R$ 18,90;1 X 92.0 g
1267;Nutry Barra de Ceral Ameixa com Cobertura de Chocolate;R$ 8,49;1 X 60 g
1268;Nutry Barra Nuts Sementes;R$ 8,99;1 X 60 g
1269;Nutry Barra de Frutas Morango;R$ 3,39;20 g
1270;Banana Brasil Barra de Frutas Supino Zero Maçã com Canela;R$ 12,90;1 X 72 g
1271;Nutry Barra de Nuts Morango;R$ 8,99;1 X 60 g
1272;Kodilar Barra Nuts Original Sem Glúten;R$ 6,49;1 X 25 g
1273;Kodilar Barrinha Nuts Dam Noz S Glut;R$ 6,49;25 g
1274;Nuts Bar Barra De Castanhas E Chocolate;R$ 4,99;1 X 25 g
1275;Banana Brasil Barra de Fruta Kids Minions de Banana e Uva;R$ 3,39;1 X 22 g
1276;Supino Barra De Frutas Banana E Açaí Cobertura Chocolate Ao Leite;R$ 3,69;1 X 24 g
1277;Whey Bar Barra De Proteínas Cookies E Cream;R$ 8,49;1 X 40 g
1278;Nutrata Barra Protéica Whey Grego Bar Sabor Brigadeiro;R$ 11,90;1 X 40 g
1279;Nutrata Barra de Proteína Protobar Choco Whey;R$ 21,90;1 X 70 g
1280;Trío Barra de Cereal Zero Açúcar Morango e Chocolate;R$ 5,49;1 X 12 Und
1281;Nutry Barra De Cereais Nuts Sementes;R$ 5,49;30 g
1282;Trío Barra de Cereal Morango com Chocolate;R$ 5,49;1 X 20 g
1283;Supino Barra Protein Bau Cookies R;R$ 7,99;30 g
1284;Nutsbar Barra de Castanha, Morango e Chocolate Branco;R$ 4,99;1 X 25 g
1285;Supino Protein Barra De Proteina;R$ 7,99;1 X 30 g
1286;Probiotica Whey Bar Low Carb Morango;R$ 8,49;40 g
1287;Nutry Barra de Cereal Castanha do Pará Clássico;R$ 3,39;1 X 22 g
1288;Nuts-Bar Barra de Castanhas com Goji e Cranberry;R$ 4,99;1 X 25 g
1289;Supino Barra De Fruta Banana E Pasta De Amendoim;R$ 2,79;1 X 24 g
1290;Banana Brasil Barra de Cereal Salada de Frutas;R$ 3,59;1 X 20.0 g
1291;Biosoft Palitos de Fibra Integral Fibritos Sabor Ameixa;R$ 2,39;1 X 25.0 g
1292;Probiotica Barra Proteínas Whey Bar Frutas Vermelhas;R$ 8,99;1 X 40 g
1293;Whey Grego Nutrata Barra De Proteina Beijinho;R$ 11,90;40 g
1294;Banana Brasil Barra de Frutas Banana Cobertura de Chocolate a;R$ 3,39;1 X 22 g
1295;Nutrata Barra Protobar coconut whey;R$ 21,90;1 X 70 g
1296;Nutry Barra de Nuts Morango;R$ 5,49;1 X 30.0 g
1297;Banana Brasil Barra de Castanha e Proteína Vegana;R$ 10,90;1 X 50 g
1298;Nutrata Grego Barra de Proteína Coffe Caramelo;R$ 11,90;1 X 40 g
1299;Biosoft Palitos Integral Fibritos;R$ 2,39;1 X 25 g
1300;Natural Life Barra Nuts Sem Glúten Saciedade;R$ 6,49;25 g
1301;Nuts Bar Barra De Castanhas Com Proteína Vegana;R$ 4,99;1 X 25 g
1302;Natural Life Barrinha Nuts Original Sem Glúten;R$ 6,49;1 X 25 g
1303;Nexcare Curativo Micropore;R$ 5,99;1 X 10 Und
1304;Cremer Curativo Care Transparente;R$ 8,49;1 X 10 Und
1305;Nexcare Fita Esparadrapo Micropore Branco Original;R$ 7,99;1 X 1 Und
1306;Álcool Zuppetilico 462 Citronel;R$ 14,90;1 L
1307;Cruzeiro Álcool 70% INPM;R$ 8,99;1 X 1 L
1308;Coala Limpador Multiuso Algodão;R$ 18,90;1 X 120 mL
1309;Cruzeiro Agua Oxigenada Cremosa 40 Volumes;R$ 1,99;1 X 90 mL
1310;Start Álcool Líquido 70%;R$ 8,99;1 X 1 L
1311;Cremer Algodão Em Discos;R$ 11,90;1 X 50 Und
1312;York Algodão em Disco Duo Face;R$ 9,49;1 X 50 Und
1313;Algodão em Bolas York 50g;R$ 6,90;1 X 50 g
1314;Band-Aid Curativo Transparente;R$ 20,90;1 X 40 Und
1315;Topz Algodão Bola;R$ 6,49;1 X 50 g
1316;Topz Algodão Hidrófilo;R$ 3,69;1 X 25 g
1317;York Algodão em Rolo;R$ 4,99;1 X 25 g
1318;Band Aid Curativo Tamanhos Variados;R$ 24,90;1 X 30 Und
1319;Nexcare Curativo para Bolhas á Prova D'Água;R$ 29,90;1 X 6 Und
1320;Lysol Desinfetante Spray Brisa da Manhã;R$ 26,90;1 X 360 mL
1321;Band-Aid Curativos Transparentes;R$ 10,90;1 X 10 Und
1322;Salvelox Curativos Tradicional;R$ 10,90;1 X 35 Und
1323;Band-Aid Curativos Pequenos Ferimentos;R$ 14,90;1 X 16 Und
1324;Topz Algodão Quadradinho Pacote;R$ 6,99;150 Und
1325;Band-Aid Curativo Skin-Flex;R$ 18,90;1 X 25 Und
1326;Topz Algodão Hidrófilo;R$ 5,99;1 X 50 g
1327;Band-Aid Curativos Ultra Protection;R$ 20,90;1 X 15 Und
1328;Cremer Curativo Bege;R$ 13,90;40 Und
1329;Cremer Curativo Marrom;R$ 5,49;1 x 10 Und
1330;Only Água Oxigenada Cremosa 20v;R$ 2,69;1 x 100 mL
1331;Cremer Curativos Variados 6 Formas;R$ 20,90;30 Und
1332;Nexcare Curativo superflexíveis Variados;R$ 23,90;1 X 24 Und
1333;Cremer Curativo Prova Dágua;R$ 15,99;15 Und
1334;Algodão Em Bolas Topz;R$ 10,90;95 g
1335;Topz Algodão Disco Branco Leve 100 Pague 85;R$ 14,90;1 x 100 Und
1336;Cremer Curativo Bege;R$ 5,99;10 Und
1337;Nexcare Curativo Duo Remoção Sem Dor Tamanhos Diferentes;R$ 15,90;1 x 6 Und
1338;Discos de Algodão Topz;R$ 8,90;1 x 50 Und
1339;Nexcare Curativo Superflexivel Redondo;R$ 14,90;1 X 15 Und
1340;Cremer Curativo Extra Grande Bege;R$ 16,90;1 X 8 g
1341;Cremer Curativo Acnes Espinha Advanced;R$ 25,90;1 X 24 Und
1342;Only Água Oxigenada Cremosa 30v;R$ 2,69;1 x 100 mL
1343;Algodão Topz Multiuso Hidrófilo;R$ 4,99;1 x 50 g
1344;Topz Algodão;R$ 3,39;25 g
1345;Prudence Preservativo Lubrificante Cores e Sabores Melancia;R$ 6,49;1 X 3 Und
1346;Prudence Preservativo Cores e Sabores Churros;R$ 14,90;3 Und
1347;Prudence Preservativo Morangão Grande Lubrificado;R$ 7,99;3 X 1 Und
1348;Prudence Preservativo Cores e Sabores Lubrificante Com Aroma Uva;R$ 6,49;1 X 3 Und
1349;Prudence Ultra Sensível - Preservativo Extra Fino - 3 Un;R$ 7,49;3Und
1350;Preservativo Camisinha Jontex Extra Lubrificado - Display 12X3 Unidades;R$ 7,99;12 x 3 Und
1351;Jontex Preservativo Lubrificado;R$ 6,99;1 X 3 Und
1352;Prudence Preservativo Clássico Comum;R$ 6,49;1 X 3 Und
1353;Preservativo Camisinha Jontex Sensitive - 6 Unidades;R$ 16,90;1 x 6 Und
